,Unnamed: 0,Location,FIPS,"Mortality Rate, 1980*","Mortality Rate, 1985*","Mortality Rate, 1990*","Mortality Rate, 1995*","Mortality Rate, 2000*","Mortality Rate, 2005*","Mortality Rate, 2010*","Mortality Rate, 2014*","% Change in Mortality Rate, 1980-2014","Mortality Rate, 1981*","Mortality Rate, 1982*","Mortality Rate, 1983*","Mortality Rate, 1984*","Mortality Rate, 1986*","Mortality Rate, 1987*","Mortality Rate, 1988*","Mortality Rate, 1989*","Mortality Rate, 1991*","Mortality Rate, 1992*","Mortality Rate, 1993*","Mortality Rate, 1994*","Mortality Rate, 1996*","Mortality Rate, 1997*","Mortality Rate, 1998*","Mortality Rate, 1999*","Mortality Rate, 2001*","Mortality Rate, 2002*","Mortality Rate, 2003*","Mortality Rate, 2004*","Mortality Rate, 2006*","Mortality Rate, 2007*","Mortality Rate, 2008*","Mortality Rate, 2009*","Mortality Rate, 2011*","Mortality Rate, 2012*","Mortality Rate, 2013*","Mortality Rate, 2020*","Mortality Rate, 2019*","Mortality Rate, 2018*","Mortality Rate, 2017*","Mortality Rate, 2016*","Mortality Rate, 2015*",County,State
2000,2000,"Randolph County, North Carolina",37151.0,486.1,451.9,406.53,374.11,357.62,302.78,262.68,266.8,"-45.11 (-48.66, -41.43)",479.2600000000001,472.42,465.58,458.74,442.826,433.752,424.678,415.604,400.046,393.562,387.078,380.594,370.812,367.514,364.216,360.918,346.652,335.684,324.716,313.748,294.76,286.74,278.72,270.7,263.504,264.32800000000003,265.15200000000004,208.4361015384616,215.16734923076928,221.89859692307698,228.62984461538468,235.36109230769236,242.09234000000004,Randolph,NorthCarolina
2001,2001,"Richmond County, North Carolina",37153.0,610.15,568.26,517.84,498.89,466.1,412.33,370.66,364.04,"-40.34 (-44.81, -35.75)",601.772,593.394,585.016,576.638,558.176,548.092,538.008,527.9240000000001,514.0500000000001,510.26,506.47,502.68000000000006,492.3320000000001,485.774,479.216,472.6580000000001,455.34600000000006,444.592,433.838,423.08400000000006,403.996,395.662,387.328,378.994,369.336,368.01200000000006,366.688,306.65597538461543,314.10881230769235,321.56164923076926,329.0144861538462,336.4673230769231,343.92016,Richmond,NorthCarolina
2002,2002,"Robeson County, North Carolina",37155.0,629.87,597.35,521.2,501.57,462.5,380.15,324.73,325.07,"-48.39 (-51.58, -45.05)",623.366,616.862,610.3580000000001,603.854,582.1200000000001,566.8900000000001,551.6600000000001,536.4300000000001,517.274,513.3480000000001,509.422,505.496,493.756,485.942,478.128,470.314,446.03,429.56,413.09,396.62,369.066,357.982,346.898,335.8140000000001,324.79800000000006,324.866,324.934,242.1409415384615,252.15212923076922,262.1633169230769,272.1745046153846,282.1856923076923,292.19687999999996,Robeson,NorthCarolina
2003,2003,"Rockingham County, North Carolina",37157.0,526.56,484.51,434.51,419.87,388.94,338.91,293.75,298.85,"-43.24 (-46.62, -39.58)",518.15,509.74,501.3299999999999,492.92,474.51,464.51,454.51,444.51,431.582,428.654,425.726,422.798,413.684,407.4980000000001,401.312,395.126,378.9340000000001,368.928,358.922,348.91600000000005,329.87800000000004,320.846,311.814,302.78200000000004,294.77,295.79,296.81,238.81904615384616,245.79487692307694,252.7707076923077,259.7465384615385,266.72236923076923,273.69820000000004,Rockingham,NorthCarolina
2004,2004,"Rowan County, North Carolina",37159.0,503.65,468.95,424.46,406.13,380.81,343.57,295.3,302.14,"-40.01 (-43.79, -35.84)",496.71,489.77,482.83,475.89,460.052,451.154,442.256,433.358,420.794,417.128,413.462,409.796,401.066,396.002,390.938,385.874,373.362,365.914,358.466,351.01800000000003,333.916,324.262,314.608,304.954,296.668,298.036,299.404,249.88171076923078,256.0173446153846,262.15297846153845,268.2886123076923,274.4242461538462,280.55988,Rowan,NorthCarolina
2005,2005,"Rutherford County, North Carolina",37161.0,508.56,477.21,450.16,443.7,423.65,372.82,343.43,336.53,"-33.83 (-38.32, -29.02)",502.29,496.02,489.75,483.48,471.80000000000007,466.39,460.98,455.5700000000001,448.86800000000005,447.576,446.284,444.9920000000001,439.69000000000005,435.68,431.67,427.66,413.484,403.318,393.152,382.9860000000001,366.942,361.064,355.18600000000004,349.30800000000005,342.05,340.67,339.29,294.3899692307693,300.12421538461547,305.8584615384616,311.5927076923077,317.32695384615386,323.06120000000004,Rutherford,NorthCarolina
2006,2006,"Sampson County, North Carolina",37163.0,599.39,569.14,494.11,457.12,408.76,350.35,302.46,292.4,"-51.22 (-54.64, -47.57)",593.34,587.29,581.24,575.19,554.134,539.1279999999999,524.1220000000001,509.116,486.712,479.314,471.916,464.518,447.448,437.776,428.104,418.432,397.078,385.396,373.71400000000006,362.032,340.77200000000005,331.194,321.616,312.038,300.448,298.436,296.424,218.30560307692298,227.64099846153835,236.9763938461537,246.3117892307691,255.6471846153845,264.98257999999987,Sampson,NorthCarolina
2007,2007,"Scotland County, North Carolina",37165.0,675.29,615.48,516.59,501.0,467.25,385.92,330.97,327.34,"-51.53 (-55.45, -47.31)",663.328,651.366,639.404,627.442,595.702,575.924,556.146,536.368,513.4720000000001,510.354,507.236,504.11800000000005,494.25,487.5,480.75,474.0,450.984,434.718,418.452,402.186,374.93000000000006,363.94,352.95000000000005,341.96000000000004,330.244,329.51800000000003,328.792,251.85063999999994,261.4798799999999,271.1091199999999,280.73835999999994,290.3675999999999,299.9968399999999,Scotland,NorthCarolina
2008,2008,"Stanly County, North Carolina",37167.0,556.2,510.39,456.85,452.12,427.39,372.1,326.36,327.52,"-41.11 (-45.41, -36.75)",547.038,537.876,528.7139999999999,519.552,499.682,488.974,478.266,467.558,455.904,454.958,454.012,453.066,447.174,442.228,437.282,432.336,416.3320000000001,405.274,394.216,383.158,362.952,353.80400000000003,344.656,335.50800000000004,326.59200000000004,326.824,327.056,273.7675200000001,280.5930400000001,287.41856000000007,294.24408000000005,301.06960000000004,307.8951200000001,Stanly,NorthCarolina
2009,2009,"Stokes County, North Carolina",37169.0,506.37,475.68,423.36,403.6,383.05,331.05,293.44,293.98,"-41.94 (-46.43, -37.47)",500.232,494.0940000000001,487.956,481.818,465.21600000000007,454.75200000000007,444.288,433.82400000000007,419.4080000000001,415.456,411.504,407.5520000000001,399.49000000000007,395.38,391.27,387.16,372.65,362.25,351.85,341.45000000000005,323.528,316.006,308.48400000000004,300.962,293.548,293.656,293.764,241.19034153846147,247.59942923076918,254.00851692307685,260.41760461538456,266.82669230769227,273.23578,Stokes,NorthCarolina
2010,2010,"Surry County, North Carolina",37171.0,481.92,450.06,401.31,388.33,350.44,317.85,275.49,270.4,"-43.89 (-47.74, -39.66)",475.54800000000006,469.176,462.804,456.432,440.31,430.56,420.81,411.06,398.714,396.118,393.522,390.926,380.752,373.174,365.596,358.01800000000003,343.922,337.404,330.886,324.36800000000005,309.37800000000004,300.906,292.434,283.96200000000005,274.47200000000004,273.454,272.436,222.43905846153848,228.75747076923076,235.07588307692308,241.3942953846154,247.7127076923077,254.03112000000002,Surry,NorthCarolina
2011,2011,"Swain County, North Carolina",37173.0,553.23,533.72,479.48,466.0,437.56,391.57,340.73,336.64,"-39.15 (-45.04, -32.85)",549.3280000000001,545.426,541.5240000000001,537.6220000000001,522.8720000000001,512.0240000000001,501.176,490.3280000000001,476.7840000000001,474.088,471.392,468.696,460.312,454.624,448.936,443.248,428.362,419.164,409.966,400.768,381.402,371.234,361.066,350.898,339.91200000000003,339.09400000000005,338.27599999999995,285.193443076923,292.21647846153843,299.23951384615384,306.2625492307692,313.28558461538455,320.30861999999996,Swain,NorthCarolina
2012,2012,"Transylvania County, North Carolina",37175.0,386.8,353.64,312.02,294.77,272.4,232.69,204.11,203.22,"-47.46 (-52.08, -42.39)",380.16800000000006,373.536,366.904,360.272,345.316,336.992,328.668,320.344,308.57,305.12,301.67,298.22,290.296,285.822,281.348,276.874,264.458,256.516,248.574,240.632,226.974,221.258,215.54200000000003,209.826,203.932,203.754,203.576,158.91884307692305,164.22817846153845,169.53751384615384,174.84684923076924,180.1561846153846,185.46552,Transylvania,NorthCarolina
2013,2013,"Tyrrell County, North Carolina",37177.0,536.9,497.8,437.26,411.97,389.15,328.92,288.2,274.45,"-48.88 (-55.15, -42.28)",529.0799999999999,521.26,513.44,505.62,485.692,473.584,461.476,449.368,432.202,427.144,422.086,417.028,407.406,402.842,398.278,393.714,377.104,365.058,353.012,340.966,320.776,312.632,304.488,296.344,285.45,282.7,279.95,221.77346153846156,229.33966923076926,236.90587692307696,244.47208461538466,252.03829230769233,259.60450000000003,Tyrrell,NorthCarolina
2014,2014,"Union County, North Carolina",37179.0,562.17,510.14,441.04,401.93,360.46,289.99,249.23,242.19,"-56.92 (-59.82, -53.92)",551.764,541.358,530.952,520.546,496.3200000000001,482.5,468.68000000000006,454.86000000000007,433.2180000000001,425.3960000000001,417.574,409.75200000000007,393.636,385.342,377.048,368.754,346.366,332.272,318.178,304.084,281.838,273.68600000000004,265.534,257.382,247.822,246.414,245.006,164.26435076923076,173.61442461538456,182.96449846153843,192.3145723076923,201.66464615384612,211.01471999999995,Union,NorthCarolina
2015,2015,"Vance County, North Carolina",37181.0,657.74,594.19,526.76,497.9,447.77,388.86,323.91,318.5,"-51.58 (-55.23, -47.60)",645.03,632.32,619.61,606.9000000000001,580.7040000000001,567.2180000000001,553.732,540.2460000000001,520.988,515.216,509.444,503.672,487.874,477.848,467.822,457.796,435.988,424.206,412.424,400.64200000000005,375.87,362.88,349.89,336.90000000000003,322.82800000000003,321.746,320.664,240.65155692307695,250.63402153846152,260.61648615384615,270.5989507692308,280.5814153846154,290.56388000000004,Vance,NorthCarolina
2016,2016,"Wake County, North Carolina",37183.0,504.79,451.65,381.0,345.88,317.54,256.63,212.93,205.72,"-59.25 (-61.25, -57.04)",494.162,483.534,472.906,462.278,437.52,423.39,409.26,395.13,373.976,366.952,359.928,352.904,340.212,334.544,328.876,323.208,305.35800000000006,293.176,280.994,268.812,247.89,239.15,230.41,221.67,211.48800000000003,210.046,208.604,141.9741876923077,150.12650615384618,158.27882461538462,166.4311430769231,174.58346153846156,182.73578,Wake,NorthCarolina
2017,2017,"Warren County, North Carolina",37185.0,542.67,494.53,433.25,397.22,362.16,308.05,267.6,265.86,"-51.01 (-55.33, -46.40)",533.0419999999999,523.414,513.786,504.158,482.274,470.018,457.762,445.506,426.044,418.838,411.632,404.426,390.2080000000001,383.196,376.1840000000001,369.172,351.338,340.516,329.694,318.872,299.96000000000004,291.87,283.78000000000003,275.69000000000005,267.25200000000007,266.904,266.55600000000004,198.7597200000001,206.6203400000001,214.4809600000001,222.3415800000001,230.2022000000001,238.0628200000001,Warren,NorthCarolina
2018,2018,"Washington County, North Carolina",37187.0,572.9,525.51,466.23,450.96,425.69,361.05,315.58,306.41,"-46.52 (-51.63, -41.28)",563.422,553.944,544.466,534.988,513.654,501.798,489.942,478.086,463.176,460.122,457.068,454.014,445.90600000000006,440.852,435.798,430.744,412.76200000000006,399.834,386.906,373.97800000000007,351.956,342.862,333.76800000000003,324.674,313.746,311.91200000000003,310.078,249.78599076923078,257.6336046153846,265.48121846153845,273.3288323076923,281.1764461538462,289.02406,Washington,NorthCarolina
2019,2019,"Watauga County, North Carolina",37189.0,423.52,390.06,345.12,323.31,297.51,253.38,218.4,211.25,"-50.12 (-54.38, -45.55)",416.828,410.136,403.444,396.752,381.072,372.084,363.096,354.108,340.75800000000004,336.396,332.034,327.672,318.15000000000003,312.99,307.83000000000004,302.67,288.684,279.858,271.032,262.206,246.384,239.388,232.392,225.396,216.97000000000003,215.54,214.11,163.6852769230769,169.96816153846152,176.25104615384615,182.53393076923075,188.81681538461538,195.09969999999998,Watauga,NorthCarolina
2020,2020,"Wayne County, North Carolina",37191.0,649.53,601.33,509.71,454.58,425.7,343.52,288.61,282.47,"-56.51 (-59.12, -53.50)",639.8900000000001,630.25,620.61,610.97,583.0060000000001,564.682,546.358,528.0340000000001,498.684,487.658,476.632,465.606,448.804,443.028,437.252,431.476,409.264,392.828,376.392,359.956,332.538,321.55600000000004,310.574,299.59200000000004,287.38200000000006,286.154,284.92600000000004,198.1480738461538,208.59516307692303,219.04225230769225,229.48934153846153,239.93643076923075,250.38351999999998,Wayne,NorthCarolina
2021,2021,"Wilkes County, North Carolina",37193.0,514.93,463.43,409.21,381.22,352.0,295.99,257.62,244.16,"-52.58 (-56.22, -49.19)",504.63,494.33,484.03,473.73,452.586,441.742,430.898,420.054,403.612,398.014,392.416,386.818,375.3760000000001,369.532,363.688,357.84400000000005,340.798,329.596,318.394,307.192,288.31600000000003,280.642,272.968,265.294,254.928,252.236,249.544,189.18557230769233,196.78061384615384,204.37565538461538,211.97069692307693,219.56573846153847,227.16078000000002,Wilkes,NorthCarolina
2022,2022,"Wilson County, North Carolina",37195.0,609.89,551.87,483.66,450.98,396.48,340.2,283.73,270.76,"-55.61 (-58.42, -52.37)",598.2860000000001,586.682,575.078,563.474,538.2280000000001,524.586,510.9440000000001,497.3020000000001,477.1240000000001,470.5880000000001,464.052,457.5160000000001,440.08,429.18000000000006,418.28,407.38000000000005,385.2240000000001,373.968,362.712,351.456,328.90600000000006,317.612,306.318,295.02400000000006,281.136,278.54200000000003,275.948,195.9729292307693,205.85633538461548,215.7397415384616,225.62314769230778,235.5065538461539,245.38996000000006,Wilson,NorthCarolina
2023,2023,"Yadkin County, North Carolina",37197.0,466.88,441.19,393.01,371.64,357.48,310.81,277.67,278.89,"-40.26 (-45.23, -34.78)",461.742,456.604,451.466,446.328,431.554,421.918,412.282,402.646,388.736,384.462,380.188,375.914,368.808,365.976,363.144,360.312,348.1460000000001,338.812,329.478,320.144,304.182,297.554,290.92600000000004,284.298,277.91400000000004,278.158,278.402,232.60284000000001,238.18058,243.75832,249.33606,254.9138,260.49154,Yadkin,NorthCarolina
2024,2024,"Yancey County, North Carolina",37199.0,386.12,367.03,329.14,316.83,310.45,274.2,241.96,238.79,"-38.16 (-44.15, -31.55)",382.302,378.484,374.666,370.848,359.452,351.874,344.29599999999994,336.718,326.678,324.216,321.754,319.29200000000003,315.554,314.278,313.00199999999995,311.726,303.20000000000005,295.95,288.7,281.45000000000005,267.752,261.304,254.856,248.408,241.326,240.692,240.058,208.49383692307688,212.8698815384615,217.2459261538461,221.62197076923073,225.99801538461534,230.37405999999996,Yancey,NorthCarolina
2025,2025,North Dakota,38.0,438.17,403.29,356.52,337.63,312.52,269.58,235.54,233.41,"-46.73 (-48.25, -45.22)",431.1940000000001,424.218,417.242,410.2660000000001,393.936,384.582,375.228,365.874,352.742,348.96399999999994,345.18600000000004,341.408,332.608,327.586,322.564,317.542,303.932,295.34399999999994,286.756,278.168,262.772,255.964,249.156,242.348,235.11400000000003,234.688,234.262,185.10579384615386,191.0717030769231,197.0376123076923,203.00352153846157,208.9694307692308,214.93534000000002,,
2026,2026,"Adams County, North Dakota",38001.0,426.26,391.42,346.46,327.01,302.08,260.13,223.78,231.17,"-45.77 (-51.66, -38.81)",419.292,412.324,405.356,398.388,382.428,373.436,364.444,355.452,342.57,338.67999999999995,334.79,330.9,322.024,317.038,312.052,307.066,293.69,285.3,276.91,268.52,252.86,245.59,238.32,231.05,225.258,226.736,228.214,177.54915692307696,183.39242153846158,189.2356861538462,195.0789507692308,200.9222153846154,206.76548000000003,Adams,NorthDakota
2027,2027,"Barnes County, North Dakota",38003.0,436.22,405.32,358.65,339.86,306.58,269.99,232.52,231.41,"-46.95 (-52.13, -41.33)",430.0400000000001,423.86,417.68,411.50000000000006,395.9860000000001,386.652,377.318,367.984,354.89200000000005,351.134,347.376,343.61800000000005,333.20400000000006,326.548,319.892,313.236,299.262,291.944,284.626,277.308,262.49600000000004,255.002,247.508,240.014,232.29800000000003,232.076,231.854,180.58077230769226,186.7336138461538,192.88645538461532,199.03929692307688,205.1921384615384,211.34497999999994,Barnes,NorthDakota
2028,2028,"Benson County, North Dakota",38005.0,398.91,386.55,360.8,369.33,363.49,330.47,300.03,309.79,"-22.34 (-30.95, -12.42)",396.4380000000001,393.966,391.494,389.0220000000001,381.4,376.25,371.1,365.9500000000001,362.506,364.212,365.918,367.624,368.162,366.994,365.826,364.658,356.886,350.28200000000004,343.678,337.07400000000007,324.38200000000006,318.294,312.206,306.118,301.982,303.934,305.886,281.1444123076924,284.4597938461539,287.7751753846154,291.090556923077,294.40593846153854,297.72132000000005,Benson,NorthDakota
2029,2029,"Billings County, North Dakota",38007.0,225.48,220.8,190.26,173.0,170.34,145.1,123.44,126.68,"-43.82 (-55.73, -29.93)",224.544,223.608,222.672,221.736,214.692,208.584,202.476,196.368,186.808,183.356,179.904,176.452,172.46800000000002,171.936,171.404,170.872,165.29200000000003,160.244,155.196,150.148,140.768,136.43599999999998,132.10399999999998,127.772,124.088,124.736,125.384,100.84297230769228,103.87211384615382,106.90125538461535,109.9303969230769,112.95953846153843,115.98867999999997,Billings,NorthDakota
2030,2030,"Bottineau County, North Dakota",38009.0,445.66,402.58,354.91,337.8,307.03,260.63,227.81,219.93,"-50.65 (-56.48, -44.54)",437.044,428.428,419.812,411.196,393.0460000000001,383.512,373.978,364.4440000000001,351.48800000000006,348.06600000000003,344.644,341.22200000000004,331.646,325.492,319.338,313.184,297.75,288.47,279.19,269.91,254.06600000000003,247.502,240.938,234.374,226.23400000000004,224.658,223.082,170.34194769230768,176.81042615384615,183.2789046153846,189.74738307692306,196.21586153846152,202.68434,Bottineau,NorthDakota
2031,2031,"Bowman County, North Dakota",38011.0,456.59,429.19,384.64,373.68,356.51,323.41,285.2,279.19,"-38.85 (-48.52, -26.65)",451.11,445.63,440.15,434.67,420.28,411.37,402.46,393.55,382.448,380.256,378.064,375.872,370.246,366.812,363.378,359.944,349.89000000000004,343.27,336.65000000000003,330.03000000000003,315.76800000000003,308.12600000000003,300.484,292.842,283.998,282.796,281.594,245.29735692307688,250.3477215384615,255.39808615384612,260.4484507692307,265.49881538461534,270.54918,Bowman,NorthDakota
2032,2032,"Burke County, North Dakota",38013.0,386.03,356.59,318.34,302.61,280.64,249.83,213.66,214.89,"-44.33 (-53.69, -32.73)",380.142,374.254,368.366,362.478,348.94,341.29,333.64,325.99,315.194,312.048,308.902,305.75600000000003,298.216,293.822,289.428,285.034,274.478,268.31600000000003,262.154,255.992,242.59600000000003,235.362,228.128,220.894,213.906,214.152,214.398,173.91563692307693,178.96198153846154,184.00832615384616,189.0546707692308,194.1010153846154,199.14736000000002,Burke,NorthDakota
2033,2033,"Burleigh County, North Dakota",38015.0,404.55,361.35,322.49,307.83,287.06,238.3,208.74,205.94,"-49.09 (-53.00, -44.97)",395.9100000000001,387.27,378.63,369.99000000000007,353.57800000000003,345.80600000000004,338.034,330.26200000000006,319.558,316.626,313.694,310.762,303.67600000000004,299.522,295.368,291.21400000000006,277.30800000000005,267.556,257.804,248.052,232.38800000000003,226.476,220.564,214.652,208.18,207.62,207.06,159.46616923076922,165.24791538461537,171.02966153846154,176.81140769230768,182.59315384615383,188.3749,Burleigh,NorthDakota
2034,2034,"Cass County, North Dakota",38017.0,428.83,390.57,345.03,317.89,282.28,235.8,207.48,206.98,"-51.73 (-54.79, -48.13)",421.178,413.526,405.874,398.222,381.462,372.354,363.246,354.13800000000003,339.602,334.174,328.746,323.318,310.76800000000003,303.646,296.524,289.402,272.984,263.688,254.392,245.096,230.136,224.472,218.808,213.144,207.38,207.28,207.18,147.55238461538457,154.16880769230767,160.78523076923074,167.4016538461538,174.01807692307688,180.63449999999997,Cass,NorthDakota
2035,2035,"Cavalier County, North Dakota",38019.0,521.29,472.37,403.26,375.55,341.89,278.92,234.59,228.85,"-56.10 (-61.05, -50.10)",511.506,501.722,491.938,482.154,458.548,444.726,430.904,417.082,397.718,392.176,386.634,381.092,368.818,362.086,355.354,348.622,329.296,316.702,304.108,291.514,270.05400000000003,261.188,252.322,243.456,233.44200000000004,232.294,231.146,162.20895076923074,170.5775246153846,178.94609846153844,187.31467230769226,195.6832461538461,204.05181999999996,Cavalier,NorthDakota
2036,2036,"Dickey County, North Dakota",38021.0,469.31,430.53,379.27,348.57,316.14,278.39,234.46,232.07,"-50.55 (-55.86, -44.38)",461.554,453.798,446.042,438.286,420.278,410.026,399.774,389.522,373.13,366.99,360.85,354.71,342.084,335.598,329.112,322.626,308.59000000000003,301.04,293.49,285.94,269.604,260.818,252.032,243.246,233.98200000000003,233.504,233.026,177.1163815384615,183.9194092307692,190.72243692307688,197.52546461538458,204.32849230769227,211.13151999999997,Dickey,NorthDakota
2037,2037,"Divide County, North Dakota",38023.0,374.79,338.69,289.19,273.87,252.06,218.05,202.66,198.15,"-47.13 (-57.66, -33.44)",367.5700000000001,360.35,353.13,345.91,328.79,318.89,308.99,299.09000000000003,286.126,283.062,279.998,276.934,269.50800000000004,265.146,260.784,256.422,245.25800000000004,238.456,231.654,224.85200000000003,214.97200000000004,211.894,208.816,205.73800000000003,201.758,200.856,199.954,161.83051076923078,166.16474461538462,170.49897846153846,174.8332123076923,179.16744615384616,183.50168000000002,Divide,NorthDakota
2038,2038,"Dunn County, North Dakota",38025.0,431.81,403.69,365.11,351.69,333.89,306.3,262.45,260.81,"-39.60 (-49.26, -28.62)",426.186,420.562,414.938,409.314,395.974,388.258,380.542,372.826,362.426,359.742,357.058,354.374,348.13000000000005,344.57,341.01,337.45000000000005,328.372,322.854,317.336,311.81800000000004,297.53000000000003,288.76,279.99,271.22,262.122,261.794,261.466,225.4590738461539,230.4630630769231,235.46705230769234,240.47104153846158,245.4750307692308,250.47902000000005,Dunn,NorthDakota
2039,2039,"Eddy County, North Dakota",38027.0,439.84,417.22,375.96,359.65,345.1,300.44,263.86,277.18,"-36.98 (-45.14, -27.97)",435.316,430.792,426.268,421.7440000000001,408.9680000000001,400.716,392.46400000000006,384.212,372.698,369.436,366.174,362.912,356.74,353.83000000000004,350.92,348.01000000000005,336.16800000000006,327.236,318.304,309.372,293.124,285.808,278.492,271.17600000000004,266.524,269.188,271.852,225.96480923076925,231.2559953846154,236.54718153846156,241.8383676923077,247.12955384615387,252.42074000000002,Eddy,NorthDakota
2040,2040,"Emmons County, North Dakota",38029.0,390.66,373.76,335.53,327.52,312.48,266.86,235.63,239.65,"-38.65 (-45.05, -31.81)",387.28,383.9,380.52,377.14,366.114,358.468,350.822,343.176,333.928,332.326,330.72399999999993,329.122,324.51200000000006,321.504,318.496,315.48800000000006,303.35600000000005,294.232,285.10800000000006,275.98400000000004,260.61400000000003,254.368,248.122,241.87600000000003,236.43400000000003,237.238,238.042,196.3746707692308,201.46306461538464,206.55145846153846,211.6398523076923,216.72824615384616,221.81664,Emmons,NorthDakota
2041,2041,"Foster County, North Dakota",38031.0,498.57,468.32,417.82,389.59,358.83,314.47,275.33,274.87,"-44.87 (-51.51, -37.53)",492.52,486.47,480.42,474.37,458.22,448.12,438.02,427.92,412.174,406.528,400.882,395.2360000000001,383.4380000000001,377.286,371.134,364.982,349.958,341.086,332.21400000000006,323.34200000000004,306.64200000000005,298.814,290.986,283.158,275.238,275.146,275.054,217.6742646153846,224.45726769230768,231.24027076923076,238.02327384615384,244.80627692307692,251.58928,Foster,NorthDakota
2042,2042,"Golden Valley County, North Dakota",38033.0,356.65,332.82,300.06,274.68,247.34,221.88,193.74,198.44,"-44.36 (-54.49, -32.79)",351.884,347.118,342.352,337.586,326.26800000000003,319.716,313.164,306.612,294.98400000000004,289.908,284.832,279.75600000000003,269.21200000000005,263.744,258.276,252.808,242.248,237.156,232.064,226.97200000000004,216.252,210.624,204.996,199.368,194.68,195.62,196.56,153.1260923076923,157.92175384615382,162.71741538461535,167.5130769230769,172.30873846153844,177.10439999999997,Golden,NorthDakota
2043,2043,"Grand Forks County, North Dakota",38035.0,437.74,412.93,356.79,334.4,312.97,266.94,239.15,237.24,"-45.80 (-49.90, -41.31)",432.778,427.816,422.854,417.89200000000005,401.70200000000006,390.474,379.246,368.018,352.312,347.834,343.356,338.878,330.114,325.828,321.54200000000003,317.25600000000003,303.764,294.558,285.352,276.146,261.382,255.824,250.266,244.70800000000003,238.76800000000003,238.386,238.004,189.09278769230775,194.8360061538462,200.57922461538467,206.32244307692312,212.0656615384616,217.80888000000004,Grand,NorthDakota
2044,2044,"Grant County, North Dakota",38037.0,405.43,375.16,333.59,328.37,318.64,273.24,230.14,234.4,"-42.18 (-52.27, -30.44)",399.3760000000001,393.322,387.268,381.21400000000006,366.84600000000006,358.53200000000004,350.218,341.904,332.54600000000005,331.50199999999995,330.458,329.41400000000004,326.42400000000004,324.478,322.53200000000004,320.586,309.56,300.48,291.4,282.32,264.62,256.0,247.38,238.76,230.992,231.844,232.696,193.59171999999995,198.88633999999996,204.18095999999997,209.47557999999998,214.77019999999996,220.06481999999997,Grant,NorthDakota
2045,2045,"Griggs County, North Dakota",38039.0,443.25,410.51,362.93,341.42,315.01,276.66,239.33,243.74,"-45.01 (-51.87, -37.39)",436.702,430.154,423.606,417.058,400.994,391.478,381.962,372.446,358.628,354.326,350.024,345.72200000000004,336.13800000000003,330.856,325.574,320.29200000000003,307.34000000000003,299.67,292.0,284.33000000000004,269.194,261.728,254.26200000000003,246.79600000000005,240.21200000000005,241.094,241.976,192.09567384615386,197.95536307692308,203.81505230769233,209.67474153846155,215.53443076923077,221.39412000000002,Griggs,NorthDakota
2046,2046,"Hettinger County, North Dakota",38041.0,425.52,382.28,330.38,316.13,298.08,272.95,226.74,214.75,"-49.53 (-58.87, -38.25)",416.872,408.224,399.576,390.928,371.9,361.52,351.14,340.76000000000005,327.53000000000003,324.67999999999995,321.83000000000004,318.98,312.52,308.91,305.29999999999995,301.69,293.054,288.028,283.00199999999995,277.976,263.708,254.466,245.224,235.98200000000003,224.34200000000004,221.944,219.546,185.93825846153848,191.1366707692308,196.3350830769231,201.5334953846154,206.73190769230771,211.93032000000002,Hettinger,NorthDakota
2047,2047,"Kidder County, North Dakota",38043.0,382.59,353.91,315.89,302.14,282.99,236.9,207.01,212.06,"-44.57 (-51.44, -36.90)",376.854,371.118,365.382,359.6460000000001,346.30600000000004,338.702,331.098,323.494,313.14,310.39,307.64,304.89,298.31,294.48,290.65,286.82000000000005,273.77200000000005,264.55400000000003,255.336,246.118,230.92200000000005,224.944,218.966,212.988,208.02,209.03,210.04,163.77006153846156,169.15616923076925,174.54227692307694,179.92838461538466,185.31449230769235,190.70060000000004,Kidder,NorthDakota
2048,2048,"LaMoure County, North Dakota",38045.0,424.87,381.84,329.44,307.82,277.55,231.01,195.55,189.56,"-55.38 (-60.13, -49.88)",416.264,407.658,399.052,390.446,371.36,360.88,350.4,339.92,325.11600000000004,320.792,316.468,312.144,301.766,295.712,289.658,283.60400000000004,268.242,258.934,249.626,240.318,223.918,216.826,209.734,202.642,194.35200000000003,193.154,191.956,137.29156615384616,143.94401692307693,150.5964676923077,157.24891846153847,163.90136923076923,170.55382,LaMoure,NorthDakota
2049,2049,"Logan County, North Dakota",38047.0,374.01,339.51,298.65,284.27,272.58,237.76,203.42,207.41,"-44.54 (-52.98, -36.13)",367.11,360.21,353.31,346.41,331.338,323.166,314.994,306.822,295.774,292.898,290.022,287.146,281.932,279.594,277.256,274.918,265.616,258.652,251.688,244.724,230.892,224.024,217.156,210.288,204.218,205.016,205.814,169.59751076923072,174.17924461538456,178.7609784615384,183.34271230769224,187.92444615384608,192.50617999999994,Logan,NorthDakota
2050,2050,"McHenry County, North Dakota",38049.0,429.57,392.44,346.17,331.55,308.9,264.8,218.76,217.39,"-49.39 (-54.91, -43.06)",422.144,414.718,407.292,399.866,383.186,373.932,364.678,355.42400000000004,343.24600000000004,340.322,337.398,334.47400000000005,327.02,322.49,317.96,313.43,300.08000000000004,291.26,282.44,273.62,255.59200000000004,246.384,237.176,227.968,218.486,218.212,217.938,169.22882153846152,175.5895892307692,181.95035692307692,188.3111246153846,194.6718923076923,201.03266,McHenry,NorthDakota
